ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000181585	ENST00000326431	ENSP00000324775
ENSG00000124160	ENST00000290231	ENSP00000290231
ENSG00000073921	ENST00000393346	ENSP00000377015
ENSG00000067606	ENST00000378567	ENSP00000367830
ENSG00000031691	ENST00000335783	ENSP00000337289
ENSG00000163515	ENST00000295755	ENSP00000295755
ENSG00000105675	ENST00000262623	ENSP00000262623
ENSG00000188396	ENST00000339355	ENSP00000341803
ENSG00000205882	ENST00000526438	ENSP00000435010
ENSG00000185920	ENST00000331920	ENSP00000332353
ENSG00000149534	ENST00000278888	ENSP00000278888
ENSG00000144671	ENST00000273173	ENSP00000273173
ENSG00000171502	ENST00000370571	ENSP00000359603
ENSG00000172932	ENST00000511455	ENSP00000427130
ENSG00000119138	ENST00000377126	ENSP00000366330
ENSG00000163081	ENST00000295226	ENSP00000295226
ENSG00000184814	ENST00000329447	ENSP00000328768
ENSG00000185610	ENST00000332700	ENSP00000331470
ENSG00000173846	ENST00000372201	ENSP00000361275
ENSG00000112309	ENST00000230053	ENSP00000230053
ENSG00000162599	ENST00000371189	ENSP00000360231
ENSG00000253313	ENST00000523677	ENSP00000430918
ENSG00000157978	ENST00000374338	ENSP00000363458
ENSG00000125741	ENST00000323060	ENSP00000319817
ENSG00000036672	ENST00000260187	ENSP00000260187
ENSG00000243725	ENST00000371281	ENSP00000360329
ENSG00000125520	ENST00000266077	ENSP00000266077
ENSG00000177464	ENST00000323040	ENSP00000319744
ENSG00000112305	ENST00000370455	ENSP00000359484
ENSG00000168702	ENST00000389484	ENSP00000374135
ENSG00000102924	ENST00000219197	ENSP00000219197
ENSG00000242612	ENST00000219481	ENSP00000219481
ENSG00000118263	ENST00000309446	ENSP00000309570
ENSG00000128567	ENST00000378555	ENSP00000367817
ENSG00000182379	ENST00000349394	ENSP00000333593
ENSG00000145777	ENST00000344895	ENSP00000339804
ENSG00000221888	ENST00000408896	ENSP00000386138
ENSG00000255863	ENST00000537495	ENSP00000443189
ENSG00000100811	ENST00000262238	ENSP00000262238
ENSG00000169214	ENST00000302084	ENSP00000305640
ENSG00000143653	ENST00000366510	ENSP00000355467
ENSG00000072954	ENST00000187762	ENSP00000187762
ENSG00000174243	ENST00000308025	ENSP00000310723
ENSG00000146411	ENST00000275230	ENSP00000275230
ENSG00000205356	ENST00000447648	ENSP00000404923
ENSG00000180535	ENST00000609256	ENSP00000476312
ENSG00000143603	ENST00000618040	ENSP00000481848
ENSG00000135175	ENST00000257627	ENSP00000257627
ENSG00000140299	ENST00000267859	ENSP00000267859
ENSG00000026751	ENST00000368043	ENSP00000357022
ENSG00000146360	ENST00000414000	ENSP00000406986
ENSG00000277556	ENST00000374779	ENSP00000363911
ENSG00000151790	ENST00000536354	ENSP00000444788
ENSG00000171860	ENST00000307637	ENSP00000302079
ENSG00000170606	ENST00000304858	ENSP00000302961
ENSG00000135945	ENST00000258428	ENSP00000258428
ENSG00000172023	ENST00000305089	ENSP00000303206
ENSG00000204977	ENST00000356017	ENSP00000348299
ENSG00000136371	ENST00000258874	ENSP00000258874
ENSG00000140988	ENST00000343262	ENSP00000341885
ENSG00000148834	ENST00000369713	ENSP00000358727
ENSG00000166557	ENST00000299705	ENSP00000299705
ENSG00000198967	ENST00000361284	ENSP00000354707
ENSG00000196872	ENST00000397899	ENSP00000380996
ENSG00000133687	ENST00000539277	ENSP00000442046
ENSG00000089225	ENST00000310346	ENSP00000309913
ENSG00000106348	ENST00000338791	ENSP00000345096
ENSG00000130363	ENST00000252655	ENSP00000252655
ENSG00000024526	ENST00000456315	ENSP00000412292
ENSG00000113108	ENST00000354402	ENSP00000346378
ENSG00000101158	ENST00000602795	ENSP00000473290
ENSG00000100739	ENST00000216629	ENSP00000216629
ENSG00000278505	ENST00000615133	ENSP00000478886
ENSG00000154265	ENST00000392676	ENSP00000376443
ENSG00000139410	ENST00000403593	ENSP00000385790
ENSG00000152592	ENST00000339673	ENSP00000340935
ENSG00000117586	ENST00000281834	ENSP00000281834
ENSG00000165240	ENST00000341514	ENSP00000345728
ENSG00000004864	ENST00000416240	ENSP00000400101
ENSG00000170537	ENST00000569532	ENSP00000455041
ENSG00000116903	ENST00000366645	ENSP00000355605
ENSG00000166268	ENST00000535034	ENSP00000440626
ENSG00000064763	ENST00000536681	ENSP00000443291
ENSG00000058335	ENST00000419573	ENSP00000405963
ENSG00000213066	ENST00000366847	ENSP00000355812
ENSG00000160741	ENST00000368633	ENSP00000357622
ENSG00000248098	ENST00000269980	ENSP00000269980
ENSG00000164989	ENST00000380701	ENSP00000370077
ENSG00000204519	ENST00000282296	ENSP00000282296
ENSG00000255582	ENST00000542433	ENSP00000445383
ENSG00000136098	ENST00000618534	ENSP00000484443
ENSG00000075945	ENST00000361580	ENSP00000354560
ENSG00000106346	ENST00000306177	ENSP00000301962
ENSG00000198785	ENST00000361820	ENSP00000355155
ENSG00000143624	ENST00000318967	ENSP00000318641
ENSG00000137992	ENST00000370132	ENSP00000359151
ENSG00000167641	ENST00000301242	ENSP00000301242
ENSG00000204659	ENST00000376974	ENSP00000366173
ENSG00000091704	ENST00000011292	ENSP00000011292
ENSG00000122477	ENST00000620882	ENSP00000480740
ENSG00000112159	ENST00000369393	ENSP00000358400
ENSG00000174527	ENST00000310903	ENSP00000439182
ENSG00000070404	ENST00000166139	ENSP00000166139
ENSG00000196503	ENST00000360096	ENSP00000353210
ENSG00000196081	ENST00000418100	ENSP00000413411
ENSG00000104442	ENST00000276569	ENSP00000276569
ENSG00000160678	ENST00000292169	ENSP00000292169
ENSG00000115414	ENST00000354785	ENSP00000346839
ENSG00000177311	ENST00000514251	ENSP00000426387
ENSG00000163743	ENST00000324439	ENSP00000321239
ENSG00000155827	ENST00000389120	ENSP00000373772
ENSG00000140263	ENST00000267814	ENSP00000267814
ENSG00000203784	ENST00000368747	ENSP00000357736
ENSG00000137845	ENST00000260408	ENSP00000260408
ENSG00000166111	ENST00000610966	ENSP00000479104
ENSG00000163467	ENST00000368255	ENSP00000357238
ENSG00000178201	ENST00000321039	ENSP00000322339
ENSG00000188785	ENST00000336128	ENSP00000337555
ENSG00000116138	ENST00000375847	ENSP00000365007
ENSG00000087301	ENST00000281741	ENSP00000281741
ENSG00000117713	ENST00000324856	ENSP00000320485
ENSG00000186207	ENST00000334269	ENSP00000333952
ENSG00000248713	ENST00000511828	ENSP00000427555
ENSG00000186230	ENST00000334181	ENSP00000333980
ENSG00000169509	ENST00000368790	ENSP00000357779
ENSG00000256060	ENST00000596755	ENSP00000469888
ENSG00000185966	ENST00000368789	ENSP00000357778
ENSG00000182511	ENST00000328850	ENSP00000331504
ENSG00000070190	ENST00000512369	ENSP00000423602
ENSG00000163202	ENST00000368787	ENSP00000357776
ENSG00000197128	ENST00000343280	ENSP00000341165
ENSG00000172493	ENST00000395146	ENSP00000378578
ENSG00000006062	ENST00000376926	ENSP00000482657
ENSG00000244057	ENST00000333881	ENSP00000334644
ENSG00000187238	ENST00000335633	ENSP00000335358
ENSG00000162542	ENST00000294543	ENSP00000294543
ENSG00000204020	ENST00000404459	ENSP00000383923
ENSG00000185962	ENST00000335674	ENSP00000335006
ENSG00000187223	ENST00000368784	ENSP00000357773
ENSG00000176797	ENST00000314357	ENSP00000320951
ENSG00000187180	ENST00000368783	ENSP00000357772
ENSG00000213973	ENST00000596209	ENSP00000472969
ENSG00000143195	ENST00000271417	ENSP00000271417
ENSG00000115257	ENST00000300954	ENSP00000300954
ENSG00000115255	ENST00000233596	ENSP00000233596
ENSG00000196407	ENST00000368817	ENSP00000357807
ENSG00000108298	ENST00000225430	ENSP00000225430
ENSG00000180638	ENST00000325411	ENSP00000326671
ENSG00000129355	ENST00000393599	ENSP00000377224
ENSG00000213185	ENST00000368898	ENSP00000357894
ENSG00000143149	ENST00000354775	ENSP00000346827
ENSG00000121742	ENST00000356192	ENSP00000348521
ENSG00000214128	ENST00000442682	ENSP00000390407
ENSG00000109321	ENST00000395748	ENSP00000379097
ENSG00000185630	ENST00000420696	ENSP00000405890
ENSG00000198836	ENST00000361908	ENSP00000354681
ENSG00000275464	ENST00000617716	ENSP00000482107
ENSG00000132837	ENST00000255189	ENSP00000255189
ENSG00000185860	ENST00000367910	ENSP00000356886
ENSG00000023902	ENST00000369124	ENSP00000358120
ENSG00000226763	ENST00000607544	ENSP00000476253
ENSG00000132604	ENST00000254942	ENSP00000254942
ENSG00000047617	ENST00000356134	ENSP00000348453
ENSG00000239732	ENST00000360658	ENSP00000353874
ENSG00000101347	ENST00000262878	ENSP00000262878
ENSG00000198563	ENST00000396172	ENSP00000379475
ENSG00000174437	ENST00000539276	ENSP00000440045
ENSG00000178104	ENST00000369356	ENSP00000358363
ENSG00000162482	ENST00000361640	ENSP00000355377
ENSG00000153936	ENST00000370550	ENSP00000359581
ENSG00000186185	ENST00000593135	ENSP00000465992
ENSG00000156510	ENST00000354624	ENSP00000346643
ENSG00000185787	ENST00000331268	ENSP00000331310
ENSG00000122085	ENST00000614476	ENSP00000480378
ENSG00000103326	ENST00000219611	ENSP00000219611
ENSG00000170802	ENST00000340553	ENSP00000343633
ENSG00000235109	ENST00000414429	ENSP00000390076
ENSG00000239998	ENST00000251377	ENSP00000251377
ENSG00000182400	ENST00000330149	ENSP00000330289
ENSG00000124019	ENST00000409685	ENSP00000386895
ENSG00000166558	ENST00000299709	ENSP00000299709
ENSG00000198911	ENST00000361204	ENSP00000354476
ENSG00000148843	ENST00000369797	ENSP00000358812
ENSG00000126088	ENST00000246337	ENSP00000246337
ENSG00000125533	ENST00000612929	ENSP00000480998
ENSG00000166165	ENST00000348956	ENSP00000299198
ENSG00000075188	ENST00000552283	ENSP00000448054
ENSG00000105246	ENST00000221847	ENSP00000221847
ENSG00000242515	ENST00000344644	ENSP00000343838
ENSG00000150961	ENST00000280551	ENSP00000280551
ENSG00000159202	ENST00000360943	ENSP00000354201
ENSG00000137975	ENST00000370565	ENSP00000359596
ENSG00000146247	ENST00000275034	ENSP00000275034
ENSG00000110079	ENST00000337908	ENSP00000338648
ENSG00000141294	ENST00000269025	ENSP00000269025
ENSG00000164400	ENST00000296871	ENSP00000296871
ENSG00000131931	ENST00000254250	ENSP00000254250
ENSG00000141295	ENST00000290216	ENSP00000290216
ENSG00000145536	ENST00000274181	ENSP00000274181
ENSG00000124490	ENST00000339139	ENSP00000339155
ENSG00000165312	ENST00000376495	ENSP00000365678
ENSG00000170260	ENST00000335870	ENSP00000338572
ENSG00000136891	ENST00000374902	ENSP00000364037
ENSG00000165929	ENST00000435962	ENSP00000387882
ENSG00000165533	ENST00000614125	ENSP00000482306
ENSG00000154957	ENST00000322748	ENSP00000315664
ENSG00000145388	ENST00000388822	ENSP00000373474
ENSG00000110318	ENST00000263468	ENSP00000263468
ENSG00000164399	ENST00000296870	ENSP00000296870
ENSG00000205544	ENST00000302422	ENSP00000301939
ENSG00000140961	ENST00000361711	ENSP00000355374
ENSG00000108702	ENST00000225842	ENSP00000225842
ENSG00000137561	ENST00000260116	ENSP00000260116
ENSG00000103150	ENST00000262430	ENSP00000262430
ENSG00000115073	ENST00000289228	ENSP00000289228
ENSG00000146151	ENST00000398661	ENSP00000381654
ENSG00000140740	ENST00000268379	ENSP00000268379
ENSG00000119522	ENST00000373624	ENSP00000362727
ENSG00000198088	ENST00000372466	ENSP00000361544
ENSG00000169288	ENST00000315567	ENSP00000315017
ENSG00000198960	ENST00000539247	ENSP00000444537
ENSG00000169435	ENST00000342081	ENSP00000340578
ENSG00000103024	ENST00000219302	ENSP00000219302
ENSG00000170381	ENST00000307792	ENSP00000303212
ENSG00000128641	ENST00000392318	ENSP00000376132
ENSG00000181374	ENST00000225844	ENSP00000225844
ENSG00000187773	ENST00000343998	ENSP00000344331
ENSG00000138472	ENST00000261047	ENSP00000261047
ENSG00000172765	ENST00000393238	ENSP00000376930
ENSG00000187838	ENST00000535512	ENSP00000438547
ENSG00000108700	ENST00000394620	ENSP00000378118
ENSG00000087086	ENST00000331825	ENSP00000366525
ENSG00000140044	ENST00000267569	ENSP00000267569
ENSG00000196182	ENST00000373130	ENSP00000362222
ENSG00000080166	ENST00000446125	ENSP00000392762
ENSG00000205111	ENST00000378803	ENSP00000368080
ENSG00000133703	ENST00000256078	ENSP00000256078
ENSG00000007174	ENST00000262442	ENSP00000262442
ENSG00000101017	ENST00000372285	ENSP00000361359
ENSG00000169180	ENST00000304658	ENSP00000302790
ENSG00000137563	ENST00000260118	ENSP00000260118
ENSG00000106125	ENST00000265299	ENSP00000265299
ENSG00000206549	ENST00000460241	ENSP00000418875
ENSG00000002834	ENST00000318008	ENSP00000325240
ENSG00000212864	ENST00000392827	ENSP00000376572
ENSG00000241644	ENST00000013222	ENSP00000013222
ENSG00000135316	ENST00000369622	ENSP00000358635
ENSG00000250424	ENST00000509504	ENSP00000421315
ENSG00000156574	ENST00000287139	ENSP00000287139
ENSG00000106952	ENST00000223795	ENSP00000223795
ENSG00000183775	ENST00000507359	ENSP00000426548
ENSG00000189042	ENST00000536254	ENSP00000441838
ENSG00000114796	ENST00000454652	ENSP00000395012
ENSG00000100796	ENST00000554684	ENSP00000450864
ENSG00000101191	ENST00000266070	ENSP00000266070
ENSG00000230989	ENST00000433866	ENSP00000392896
ENSG00000260869	ENST00000568114	ENSP00000455659
ENSG00000169951	ENST00000252797	ENSP00000252797
ENSG00000065518	ENST00000184266	ENSP00000184266
ENSG00000165066	ENST00000524115	ENSP00000429553
ENSG00000004399	ENST00000324093	ENSP00000317128
ENSG00000104361	ENST00000341166	ENSP00000339256
ENSG00000075413	ENST00000429436	ENSP00000411397
ENSG00000161542	ENST00000446526	ENSP00000414624
ENSG00000183631	ENST00000371125	ENSP00000360166
ENSG00000157827	ENST00000288670	ENSP00000288670
ENSG00000148730	ENST00000373218	ENSP00000362314
ENSG00000130720	ENST00000372338	ENSP00000361413
ENSG00000206043	ENST00000579455	ENSP00000464330
ENSG00000196865	ENST00000369301	ENSP00000358307
ENSG00000100284	ENST00000411850	ENSP00000413697
ENSG00000127743	ENST00000261796	ENSP00000261796
ENSG00000168389	ENST00000372809	ENSP00000361895
ENSG00000142871	ENST00000451137	ENSP00000398736
ENSG00000145494	ENST00000274137	ENSP00000274137
ENSG00000102898	ENST00000219169	ENSP00000219169
ENSG00000091879	ENST00000325203	ENSP00000314897
ENSG00000140157	ENST00000337451	ENSP00000337618
ENSG00000162643	ENST00000294664	ENSP00000294664
ENSG00000154447	ENST00000284637	ENSP00000284637
ENSG00000189143	ENST00000435050	ENSP00000409544
ENSG00000198814	ENST00000427190	ENSP00000401720
ENSG00000082293	ENST00000620364	ENSP00000480474
ENSG00000153395	ENST00000283415	ENSP00000283415
ENSG00000108641	ENST00000261499	ENSP00000261499
ENSG00000172456	ENST00000371218	ENSP00000360262
ENSG00000130164	ENST00000558518	ENSP00000454071
ENSG00000034533	ENST00000514044	ENSP00000426421
ENSG00000153165	ENST00000409886	ENSP00000386588
ENSG00000175329	ENST00000308700	ENSP00000311492
ENSG00000107147	ENST00000371757	ENSP00000360822
ENSG00000171014	ENST00000307033	ENSP00000305970
ENSG00000181499	ENST00000321252	ENSP00000325203
ENSG00000179021	ENST00000318887	ENSP00000322469
ENSG00000196248	ENST00000531945	ENSP00000431914
ENSG00000165171	ENST00000297873	ENSP00000297873
ENSG00000175105	ENST00000309495	ENSP00000312141
ENSG00000187997	ENST00000340363	ENSP00000343493
ENSG00000204531	ENST00000259915	ENSP00000259915
ENSG00000119801	ENST00000379520	ENSP00000368835
ENSG00000276293	ENST00000619039	ENSP00000482548
ENSG00000198674	ENST00000307002	ENSP00000477445
ENSG00000150540	ENST00000280097	ENSP00000280097
ENSG00000163320	ENST00000398392	ENSP00000381429
ENSG00000254737	ENST00000320891	ENSP00000325076
ENSG00000236981	ENST00000375024	ENSP00000364164
ENSG00000234560	ENST00000431524	ENSP00000389072
ENSG00000106588	ENST00000223321	ENSP00000223321
ENSG00000168216	ENST00000370577	ENSP00000359609
ENSG00000188100	ENST00000343959	ENSP00000342790
ENSG00000182634	ENST00000330487	ENSP00000329689
ENSG00000136688	ENST00000259205	ENSP00000259205
ENSG00000108639	ENST00000225777	ENSP00000225777
ENSG00000178997	ENST00000458580	ENSP00000415056
ENSG00000175877	ENST00000320531	ENSP00000316775
ENSG00000162520	ENST00000409190	ENSP00000386439
ENSG00000185215	ENST00000560869	ENSP00000452634
ENSG00000173267	ENST00000372017	ENSP00000361087
ENSG00000139132	ENST00000427716	ENSP00000394487
ENSG00000106105	ENST00000389266	ENSP00000373918
ENSG00000163528	ENST00000295767	ENSP00000295767
ENSG00000150676	ENST00000280245	ENSP00000280245
ENSG00000189001	ENST00000452271	ENSP00000430242
ENSG00000148671	ENST00000372013	ENSP00000361083
ENSG00000171617	ENST00000618628	ENSP00000479101
ENSG00000106591	ENST00000223324	ENSP00000223324
ENSG00000129028	ENST00000249861	ENSP00000249861
ENSG00000107669	ENST00000224652	ENSP00000224652
ENSG00000173269	ENST00000372027	ENSP00000361097
ENSG00000137821	ENST00000560369	ENSP00000453273
ENSG00000110455	ENST00000263776	ENSP00000263776
ENSG00000136197	ENST00000447342	ENSP00000413029
ENSG00000060138	ENST00000228251	ENSP00000228251
ENSG00000274641	ENST00000616182	ENSP00000477527
ENSG00000004534	ENST00000266022	ENSP00000266022
ENSG00000006625	ENST00000275428	ENSP00000275428
ENSG00000093167	ENST00000336686	ENSP00000338727
ENSG00000164347	ENST00000296805	ENSP00000296805
ENSG00000152822	ENST00000361719	ENSP00000354896
ENSG00000188991	ENST00000344941	ENSP00000340402
ENSG00000053524	ENST00000328913	ENSP00000328118
ENSG00000142937	ENST00000396651	ENSP00000379888
ENSG00000164089	ENST00000296486	ENSP00000296486
ENSG00000167397	ENST00000394975	ENSP00000378426
ENSG00000165806	ENST00000369321	ENSP00000358327
ENSG00000141424	ENST00000269187	ENSP00000269187
ENSG00000151338	ENST00000327441	ENSP00000333539
ENSG00000117322	ENST00000367057	ENSP00000356024
ENSG00000151006	ENST00000280606	ENSP00000280606
ENSG00000104131	ENST00000261868	ENSP00000261868
ENSG00000175325	ENST00000308304	ENSP00000311290
ENSG00000074706	ENST00000422970	ENSP00000394751
ENSG00000178184	ENST00000353265	ENSP00000343144
ENSG00000167395	ENST00000300850	ENSP00000300850
ENSG00000006432	ENST00000555993	ENSP00000451263
ENSG00000255439	ENST00000529564	ENSP00000431371
ENSG00000118816	ENST00000237654	ENSP00000237654
ENSG00000119689	ENST00000334220	ENSP00000335304
ENSG00000075886	ENST00000321253	ENSP00000326042
ENSG00000163394	ENST00000295589	ENSP00000295589
ENSG00000161888	ENST00000592540	ENSP00000465075
ENSG00000136694	ENST00000259211	ENSP00000259211
ENSG00000173272	ENST00000309451	ENSP00000311500
ENSG00000213865	ENST00000519561	ENSP00000428002
ENSG00000183770	ENST00000330315	ENSP00000333188
ENSG00000031081	ENST00000264245	ENSP00000264245
ENSG00000095321	ENST00000318080	ENSP00000315013
ENSG00000104205	ENST00000519289	ENSP00000429022
ENSG00000104205	ENST00000396596	ENSP00000379842
ENSG00000176024	ENST00000293471	ENSP00000293471
ENSG00000130385	ENST00000252677	ENSP00000252677
ENSG00000104522	ENST00000425753	ENSP00000398803
ENSG00000128731	ENST00000261609	ENSP00000261609
ENSG00000179965	ENST00000319296	ENSP00000323945
ENSG00000166823	ENST00000300057	ENSP00000300057
ENSG00000113580	ENST00000231509	ENSP00000231509
ENSG00000203710	ENST00000367049	ENSP00000356016
ENSG00000179958	ENST00000319285	ENSP00000322524
ENSG00000176597	ENST00000326505	ENSP00000316173
ENSG00000153956	ENST00000356860	ENSP00000349320
ENSG00000256683	ENST00000243644	ENSP00000243644
ENSG00000164346	ENST00000610426	ENSP00000483484
